id,name,product_priority,delivery_rank,decision,workstream_title,remaining,native,python,ui,priority_reason
addmesh.type,type,P1,7,required,인터페이스·메시 효율,True,missing,missing,missing,subpixel 및 독립 축 간격은 같은 오차에서 셀 수를 줄이는 수단이다. 수렴 증명이 먼저다.
addmesh.use relative coordinates,use relative coordinates,P1,7,required,인터페이스·메시 효율,True,missing,missing,missing,subpixel 및 독립 축 간격은 같은 오차에서 셀 수를 줄이는 수단이다. 수렴 증명이 먼저다.
addmesh.x,x,P1,7,required,인터페이스·메시 효율,True,partial,partial,implemented,subpixel 및 독립 축 간격은 같은 오차에서 셀 수를 줄이는 수단이다. 수렴 증명이 먼저다.
addmesh.x max,x max,P1,7,required,인터페이스·메시 효율,True,missing,missing,missing,subpixel 및 독립 축 간격은 같은 오차에서 셀 수를 줄이는 수단이다. 수렴 증명이 먼저다.
addmesh.x mesh multiplier,x mesh multiplier,P1,7,required,인터페이스·메시 효율,True,missing,missing,missing,subpixel 및 독립 축 간격은 같은 오차에서 셀 수를 줄이는 수단이다. 수렴 증명이 먼저다.
addmesh.x min,x min,P1,7,required,인터페이스·메시 효율,True,missing,missing,missing,subpixel 및 독립 축 간격은 같은 오차에서 셀 수를 줄이는 수단이다. 수렴 증명이 먼저다.
addmesh.x span,x span,P1,7,required,인터페이스·메시 효율,True,partial,partial,implemented,subpixel 및 독립 축 간격은 같은 오차에서 셀 수를 줄이는 수단이다. 수렴 증명이 먼저다.
addmesh.y,y,P1,7,required,인터페이스·메시 효율,True,partial,partial,implemented,subpixel 및 독립 축 간격은 같은 오차에서 셀 수를 줄이는 수단이다. 수렴 증명이 먼저다.
addmesh.y max,y max,P1,7,required,인터페이스·메시 효율,True,missing,missing,missing,subpixel 및 독립 축 간격은 같은 오차에서 셀 수를 줄이는 수단이다. 수렴 증명이 먼저다.
addmesh.y mesh multiplier,y mesh multiplier,P1,7,required,인터페이스·메시 효율,True,missing,missing,missing,subpixel 및 독립 축 간격은 같은 오차에서 셀 수를 줄이는 수단이다. 수렴 증명이 먼저다.
addmesh.y min,y min,P1,7,required,인터페이스·메시 효율,True,missing,missing,missing,subpixel 및 독립 축 간격은 같은 오차에서 셀 수를 줄이는 수단이다. 수렴 증명이 먼저다.
addmesh.y span,y span,P1,7,required,인터페이스·메시 효율,True,partial,partial,implemented,subpixel 및 독립 축 간격은 같은 오차에서 셀 수를 줄이는 수단이다. 수렴 증명이 먼저다.
addmesh.z,z,P1,7,required,인터페이스·메시 효율,True,partial,partial,implemented,subpixel 및 독립 축 간격은 같은 오차에서 셀 수를 줄이는 수단이다. 수렴 증명이 먼저다.
addmesh.z max,z max,P1,7,required,인터페이스·메시 효율,True,missing,missing,missing,subpixel 및 독립 축 간격은 같은 오차에서 셀 수를 줄이는 수단이다. 수렴 증명이 먼저다.
addmesh.z mesh multiplier,z mesh multiplier,P1,7,required,인터페이스·메시 효율,True,missing,missing,missing,subpixel 및 독립 축 간격은 같은 오차에서 셀 수를 줄이는 수단이다. 수렴 증명이 먼저다.
addmesh.z min,z min,P1,7,required,인터페이스·메시 효율,True,missing,missing,missing,subpixel 및 독립 축 간격은 같은 오차에서 셀 수를 줄이는 수단이다. 수렴 증명이 먼저다.
addmesh.z span,z span,P1,7,required,인터페이스·메시 효율,True,partial,partial,implemented,subpixel 및 독립 축 간격은 같은 오차에서 셀 수를 줄이는 수단이다. 수렴 증명이 먼저다.
boundary.antisymmetry,Anti-symmetric,P1,7,required,인터페이스·메시 효율,False,implemented,implemented,implemented,subpixel 및 독립 축 간격은 같은 오차에서 셀 수를 줄이는 수단이다. 수렴 증명이 먼저다.
boundary.pec,PEC 경계,P1,7,required,인터페이스·메시 효율,False,implemented,implemented,implemented,subpixel 및 독립 축 간격은 같은 오차에서 셀 수를 줄이는 수단이다. 수렴 증명이 먼저다.
boundary.pmc,PMC 경계,P1,7,required,인터페이스·메시 효율,True,partial,partial,partial,subpixel 및 독립 축 간격은 같은 오차에서 셀 수를 줄이는 수단이다. 수렴 증명이 먼저다.
boundary.symmetry,Symmetric,P1,7,required,인터페이스·메시 효율,True,partial,partial,partial,subpixel 및 독립 축 간격은 같은 오차에서 셀 수를 줄이는 수단이다. 수렴 증명이 먼저다.
mesh.axis_step,독립 dx/dy/dz,P1,7,required,인터페이스·메시 효율,False,implemented,implemented,implemented,subpixel 및 독립 축 간격은 같은 오차에서 셀 수를 줄이는 수단이다. 수렴 증명이 먼저다.
mesh.metal_mesh,금속 skin-depth 자동 메시,P1,7,required,인터페이스·메시 효율,True,missing,missing,missing,subpixel 및 독립 축 간격은 같은 오차에서 셀 수를 줄이는 수단이다. 수렴 증명이 먼저다.
mesh.override_step,영역별 target step,P1,7,required,인터페이스·메시 효율,True,missing,missing,missing,subpixel 및 독립 축 간격은 같은 오차에서 셀 수를 줄이는 수단이다. 수렴 증명이 먼저다.
mesh.subpixel,Subpixel averaging,P1,7,required,인터페이스·메시 효율,True,partial,partial,implemented,subpixel 및 독립 축 간격은 같은 오차에서 셀 수를 줄이는 수단이다. 수렴 증명이 먼저다.
mesh.symmetric_mesh,대칭 강제 메시,P1,7,required,인터페이스·메시 효율,True,missing,missing,missing,subpixel 및 독립 축 간격은 같은 오차에서 셀 수를 줄이는 수단이다. 수렴 증명이 먼저다.
mesh.user_nodes,사용자 node 배열,P1,7,required,인터페이스·메시 효율,False,implemented,implemented,implemented,subpixel 및 독립 축 간격은 같은 오차에서 셀 수를 줄이는 수단이다. 수렴 증명이 먼저다.
native.mesh_preview,실제 mesh node 미리보기,P1,7,required,인터페이스·메시 효율,False,implemented,implemented,implemented,subpixel 및 독립 축 간격은 같은 오차에서 셀 수를 줄이는 수단이다. 수렴 증명이 먼저다.
adddipole.amplitude,amplitude,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.angle,angle,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.bandwidth,bandwidth,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.base amplitude,base amplitude,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.center frequency,center frequency,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.center wavelength,center wavelength,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.dipole type,dipole type,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.eliminate dc,eliminate dc,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.eliminate discontinuities,eliminate discontinuities,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.enabled,enabled,P1,8,required,소스·모드·정규화,False,implemented,implemented,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.frequency,frequency,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.frequency span,frequency span,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.frequency start,frequency start,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.frequency stop,frequency stop,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.name,name,P1,8,required,소스·모드·정규화,False,implemented,implemented,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.offset,offset,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.optimize for short pulse,optimize for short pulse,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.override global source settings,override global source settings,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.phase,phase,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.phi,phi,P1,8,required,소스·모드·정규화,False,implemented,implemented,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.pulse type,pulse type,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.pulselength,pulselength,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.record local field,record local field,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.set frequency,set frequency,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.set time domain,set time domain,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.set wavelength,set wavelength,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.theta,theta,P1,8,required,소스·모드·정규화,False,implemented,implemented,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.total amplitude,total amplitude,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.type,type,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
adddipole.use global source settings,use global source settings,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
